temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,3.48708387996811,1.44919239889515,-3.9999,3.0001,NaN,NaN,347.490484844376
34C,1.48839601701014,0.526026934517309,-3.9999,3.0001,NaN,NaN,687.458931986363
36C,17.0800846833415,0.40784267510779,-3.9999,3,NaN,NaN,17.9912919277459
38C,8.44154123107464,0,-4,3,NaN,NaN,70.9606001080841
40C,4.1109855643781,0,-4,3,NaN,NaN,118.882316376408
32C,0,1.9789714460182,4,-2.9999,NaN,0,208.033613783867
34C,0,1.42227181065081,4,-2.9999,NaN,0,209.972871481979
36C,1.11091427888009,1.35076504613071,4,-2.9999,NaN,NaN,175.134708157668
38C,0.506815547260195,0.627096898120271,4.0001,-2.9999,NaN,NaN,377.055914170359
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.54706207061766,4,3.00000287979597,-Inf,0,171.390885080163
34C,0,1.07867245883977,4,3.0001,-Inf,0,189.572642379879
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.753609290523998,0,4.00004506531901,3,-Inf,Inf,76.5692381289195
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.98807910489499,1.44918245233742,-3.9999,3.5001,NaN,NaN,347.490484836347
34C,1.49047086721954,0.522274859990292,-3.9999,3.5001,NaN,NaN,697.963149576404
36C,17.1215959065124,0.259059353050475,-3.9999,3.5,NaN,NaN,18.2227584323918
38C,9.92834637097879,0,-4,3.5,NaN,NaN,88.2015235091663
40C,4.82097859928552,0,-4,3.5,NaN,NaN,141.326755642498
32C,0.556928461206717,1.9574294568371,4,-3.4999,NaN,NaN,209.033658654505
34C,0,1.44910201017097,4,-3.4999,NaN,0,211.911458018092
36C,1.95645834439221,1.34194914691895,4,-3.4999,NaN,NaN,178.199828040188
38C,0.376047305196074,10.7077352918474,4,-3.4999,NaN,NaN,11.4924394541772
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.45942849106413,4,3.5,-Inf,0,171.570357338281
34C,0,1.05337748017549,4,3.5001,-Inf,0,188.11789541546
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.75100226129539,1.44918931553739,-3.9999,4.0001,NaN,NaN,347.490484843407
34C,NA,NA,NA,NA,NA,NA,NA
36C,17.1677827832062,0.111367006205142,-3.9999,4,NaN,NaN,18.5095752483399
38C,11.4439135734408,0,-4,4,NaN,NaN,102.709927499802
40C,1.51598664089268,0,-3.9999,4,NaN,NaN,262.038356775955
32C,0.550528484192206,1.98349620945561,4,-3.9999,NaN,NaN,209.893403186404
34C,0,1.4757182162994,4,-3.9999,NaN,0,213.854997204623
36C,2.70504165148542,1.33636621739584,4,-3.9999,NaN,NaN,180.925593665871
38C,NA,NA,NA,NA,NA,NA,NA
40C,0.582137729268054,3.09009688393787,4.0001,-3.9999,NaN,NaN,607.252037409173
32C,0,3.17514660878377,4,4.00006600313786,-Inf,0,171.156879570239
34C,0,2.26221798488793,4,4.0001,-Inf,0,167.185677661756
36C,0.5,0.5,4,4,-7,1,321.286342140277
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,3.28562210740184,1.44919459791858,-3.9999,4.5001,NaN,NaN,347.490484877058
34C,1.49842623097214,0.517248675968449,-3.9999,4.5001,NaN,NaN,675.411960821215
36C,17.6424368422873,0,-3.9999,4.5,NaN,NaN,18.9860931222696
38C,2.52040831284082,0,-3.9999,4.5,NaN,NaN,174.983721284528
40C,1.47016001354065,0,-3.9999,4.5,NaN,NaN,268.479144369385
32C,0.540998797585865,2.00982751088269,4,-4.4999,NaN,NaN,210.754106956713
34C,0,1.50224544015198,4,-4.4999,NaN,0,215.798564807622
36C,3.39193088130168,1.33258993585535,4,-4.4999,NaN,NaN,183.379736482623
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.390830004345557,3.09406202201075,4,4.50009991678403,-2.85818117515405,0.335079885632631,174.080047681851
34C,0,1.97470777424803,4,4.5,-Inf,0,167.293199831612
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.46287830733357,1.44919629841132,-3.9999,5.0001,NaN,NaN,347.490484846209
34C,1.50409375561452,0.515445125542531,-3.9999,5.0001,NaN,NaN,671.191608613848
36C,19.4915481810866,0,-3.9999,5,NaN,NaN,22.1137645840587
38C,2.43681634913755,0,-3.9999,5,NaN,NaN,179.248059214472
40C,1.44336366887339,0,-3.9999,5,NaN,NaN,273.442966716816
32C,9.14079706359164,1.78169411802713,4,-4.9999,NaN,NaN,209.165111470968
34C,0.500989714367429,1.50794086022364,4,-4.9999,NaN,NaN,217.765599180485
36C,4.03618411815153,1.32984707805755,4,-4.9999,NaN,NaN,185.61007108854
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.438524956001828,2.93842198887072,4,5.0001,-2.9397176786655,0.345525993819406,174.39311829379
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.86157890761606,1.23692321080172,-4.4999,1e-04,NaN,NaN,350.84903373211
34C,1.73213234028405,1.41266457284831,-4.49990000003991,1e-04,NaN,NaN,695.072628273545
36C,NA,NA,NA,NA,NA,NA,NA
38C,4.46842419737281,2.92988803863391,-4.4999,0,1,NaN,4.04919215935129
40C,1.41124775561338,2.49836648779671,-4.5,1e-04,NaN,NaN,315.647494017915
32C,0,1.66238580085627,4.5,1e-04,-Inf,0,209.611196436041
34C,0,1.19846621003319,4.5,1e-04,-Inf,0,206.875629514873
36C,0,1.2256065639243,4.5,1e-04,-Inf,0,154.961367892156
38C,0.317762745976633,3.22775487824049,4.5,0,1,Inf,13.4876301163359
40C,0.546446713151117,1.21946067588704,4.5,1e-04,0.974013460660503,142.002590082403,630
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.65724216976949,0.587064281987896,-4.4999,0.5001,NaN,NaN,459.882288435781
34C,35.9428650825402,1.1579851174779,-4.4999,0.5,NaN,NaN,48.1726049564406
36C,NA,NA,NA,NA,NA,NA,NA
38C,4.45155764575173,1.90796510334865,-4.4999,0.5,NaN,NaN,5.12399264102785
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.527179899676392,1.67022702151156,4.5,-0.4999,NaN,NaN,210.49621972351
34C,0,1.22352315889643,4.5,-0.4999,NaN,0,208.375011232945
36C,0,1.25160350399365,4.5,-0.4999,NaN,0,158.756771893951
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.63887618987248,4.5,0.5001,-Inf,0,208.898205496092
34C,0,1.17277357220294,4.5,0.5001,-Inf,0,205.437027740126
36C,0,1.19766316958585,4.5,0.5001,-Inf,0,151.20016513805
38C,0.337885828693311,2.09261806681867,4.5,0.5,-0.783862126921124,1.20548346605871,15.1832226723416
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.56382712729339,0.532537510787035,-4.4999,1.0001,NaN,NaN,474.857776396416
34C,NA,NA,NA,NA,NA,NA,NA
36C,3.95783653724502,0.551298553834263,-4.4999,1.0001,NaN,NaN,220.937435244081
38C,4.42793434072512,0.878218588054261,-4.5,1,NaN,NaN,7.06427784547105
40C,1.66538408668957,3.05118568974488,-4.49991281279111,1,NaN,NaN,7.41853786060207
32C,0,1.70861197440711,4.5,-0.9999,NaN,0,211.02686174876
34C,0,1.24803118261754,4.5,-0.9999,NaN,0,209.926456591178
36C,0,1.27541234914257,4.5,-0.9999,NaN,0,162.541315601375
38C,0.239379631647597,5.37276190791026,4.5,-1,NaN,NaN,11.4259784752925
40C,0.581532213172619,1.5205617980401,4.5001,-0.9999,NaN,NaN,575.863733365647
32C,0,1.61477549130213,4.5,1.0001,-Inf,0,208.178409178935
34C,0,1.14634414835224,4.5,1.0001,-Inf,0,204.06727463795
36C,0,1.16781087415679,4.5,1.0001,-Inf,0,147.503757291709
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,37.9325781383043,1.26426618749287,-4.4999,1.5,NaN,NaN,55.463425635915
34C,1.50576613437114,0.551429578982415,-4.4999,1.5001,NaN,NaN,672.751223336249
36C,NA,NA,NA,NA,NA,NA,NA
38C,4.59721775927971,0,-4.5,1.5,NaN,NaN,10.4337787326281
40C,2.08381365965395,0,-4.5,1.5,NaN,NaN,21.2250457337712
32C,0,1.7312782206559,4.5,-1.4999,NaN,0,211.733497981189
34C,0,1.27207834257627,4.5,-1.4999,NaN,0,211.521271427767
36C,0,1.29720782570469,4.5,-1.4999,NaN,0,166.271984860742
38C,0.208477219758866,6.42745754618501,4.5,-1.5,NaN,NaN,11.0812663217738
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.59032804408495,4.5,1.5001,-Inf,0,207.448585079403
34C,0,1.11906205227469,4.5,1.5001,-Inf,0,202.772788799051
36C,0,1.13626030652724,4.5,1.5001,-Inf,0,143.852772100084
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,1.49630735834555,0.538433738367879,-4.4999,2.0001,NaN,NaN,674.328440991179
36C,18.5938969064368,0.712308077397416,-4.4999,2,NaN,NaN,18.6336851163159
38C,5.92620578134505,0,-4.5,2,NaN,NaN,27.9924874539023
40C,2.76257848299638,0,-4.5,2,NaN,NaN,57.3799584628153
32C,0.537897450006667,1.73917052274548,4.5,-1.9999,NaN,NaN,212.439092389079
34C,0,1.29558938007079,4.5,-1.9999,NaN,0,213.151223667029
36C,0,1.31685263563169,4.5,-1.9999,NaN,0,169.914020014004
38C,0.185393326377459,7.48969918912752,4.5,-1.9999,NaN,NaN,11.0454882931907
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.56560166331311,4.5,2.0001,-Inf,0,206.704783863605
34C,0,1.09065715691247,4.5,2.0001,-Inf,0,201.556885006449
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.51212941471311,0.50928241667633,-4.4999,2.5001,NaN,NaN,480.598040355557
34C,1.50220368766438,0.530304294098582,-4.4999,2.5001,NaN,NaN,670.688242470716
36C,NA,NA,NA,NA,NA,NA,NA
38C,7.36611794871904,0,-4.5,2.5,NaN,NaN,50.1679665556101
40C,3.46467760997358,0,-4.5,2.5,NaN,NaN,91.0582570983353
32C,0.538362053944744,1.76108249198249,4.5,-2.4999,NaN,NaN,213.098496664978
34C,0,1.31871116179535,4.5,-2.4999,NaN,0,214.808779208899
36C,0,1.3344220953696,4.5,-2.4999,NaN,0,173.442012949948
38C,0.168387414965359,8.56491436792944,4.5,-2.4999,NaN,NaN,11.20885242738
40C,0.561028885272364,1.52808502245918,4.5001,-2.4999,NaN,NaN,630
32C,0,1.54032360848677,4.5,2.5001,-Inf,0,205.942107077432
34C,0,1.06076397625657,4.5,2.5001,-Inf,0,200.417678812216
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.50544747996743,0.507270398041021,-4.4999,3.0001,NaN,NaN,481.0745514074
34C,1.48740849445293,0.52533106762067,-4.49990000000239,3.0001,NaN,NaN,682.046206399125
36C,18.6643523924917,0.410697701367419,-4.4999,3,NaN,NaN,18.908711945873
38C,8.88013575995684,0,-4.5,3,NaN,NaN,70.3355617692644
40C,4.17921885622029,0,-4.5,3,NaN,NaN,118.752756029156
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,1.34143373447661,4.5,-2.9999,NaN,0,216.487250832996
36C,0.919373180644683,1.32613017515336,4.5,-2.9999,NaN,NaN,176.687911104776
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.51455212551698,4.5,3.0001,-Inf,0,205.154410002973
34C,0,1.02945893332937,4.5,3.0001,-Inf,0,199.345091858796
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.42519552550063,1.44919869073476,-4.4999,3.5001,NaN,NaN,347.490484834461
34C,1.49540591450426,0.521865620748502,-4.4999,3.5001,NaN,NaN,694.60258608521
36C,18.7061515360073,0.261086755167728,-4.4999,3.5,NaN,NaN,19.1099425964627
38C,10.4420783411471,0,-4.5,3.5,NaN,NaN,87.5215545314874
40C,1.64268063417765,0,-4.4999,3.5,NaN,NaN,253.515999532143
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,1.36377765233172,4.5,-3.4999,NaN,0,218.180829374087
36C,1.74017674021777,1.32058113276417,4.5,-3.4999,NaN,NaN,179.544373806035
38C,0.505157127141823,0.626210332469832,4.5001,-3.4999,NaN,NaN,377.081035119812
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.48848351018938,4.5,3.5001,-Inf,0,204.333814273814
34C,0,0.995157093191379,4.5,3.5001,-Inf,0,198.316365588956
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.667752821540948,0,4.5001,3.5,-Inf,Inf,93.568679983769
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.85017282523373,1.4492028579437,-4.4999,4.0001,NaN,NaN,347.490484847193
34C,1.49461677945183,0.519117790490435,-4.4999,4.0001,NaN,NaN,702.969114142842
36C,18.7526564997158,0.112446130256638,-4.4999,4,NaN,NaN,19.3565493103415
38C,12.0351866331593,0,-4.5,4,NaN,NaN,101.984335939177
40C,1.5123180354322,0,-4.4999,4,NaN,NaN,262.528405273631
32C,8.22553880645274,1.69913020340791,4.5,-3.9999,NaN,NaN,212.935938880066
34C,0,1.38573740427313,4.5,-3.9999,NaN,0,219.884570535528
36C,2.47549711501182,1.31705034562113,4.5,-3.9999,NaN,NaN,182.096788931404
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.46200180364139,4.5,4.0001,-Inf,0,203.469896232741
34C,0,0.958593060170545,4.5,4.0001,-Inf,0,197.289120209375
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,0.512190059588588,0.499997542338394,4.5001,4,-7.38381275928215,1.07352638918907,497.273379144163
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.70458622202774,1.44920277272838,-4.4999,4.5001,NaN,NaN,347.490484831856
34C,NA,NA,NA,NA,NA,NA,NA
36C,19.2622024437052,0,-4.4999,4.5,NaN,NaN,19.7813601717698
38C,2.53493135238416,0,-4.4999,4.5,NaN,NaN,175.634491698049
40C,1.46794854770466,0,-4.4999,4.5,NaN,NaN,268.82546036093
32C,8.56395830751935,1.71399726848103,4.5,-4.4999,NaN,NaN,213.247949614692
34C,0,1.40734666052714,4.5,-4.4999,NaN,0,221.594330799476
36C,3.15532543427398,1.314595144369,4.5,-4.4999,NaN,NaN,184.40273904652
38C,0.133064710109615,12.9913057901476,4.5,-4.4999,NaN,NaN,12.5640913432902
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.4376570368376,4.5,4.5001,-Inf,0,202.548193274339
34C,0,0.917579929410742,4.5,4.5001,-Inf,0,196.189017377204
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.916551270986472,0,4.5001,4.5,-Inf,Inf,120.520118514062
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.87520192345299,1.44919953368062,-4.4999,5.0001,NaN,NaN,347.490484828674
34C,NA,NA,NA,NA,NA,NA,NA
36C,21.2750271281913,0,-4.4999,5,NaN,NaN,22.8592346452323
38C,2.45000753326219,0,-4.4999,5,NaN,NaN,179.746709287732
40C,1.44238285514989,0,-4.4999,5,NaN,NaN,273.665647443882
32C,0,7.25144081965864,4.5,-5,NaN,0,182.572411920615
34C,0.500460620526797,1.41680744608926,4.5,-4.9999,NaN,NaN,223.302752637218
36C,3.79504277842779,1.31286591081293,4.5,-4.9999,NaN,NaN,186.50399961324
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.41817392638537,4.5,5.0001,-Inf,0,201.546240876345
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.39794868964278,0.98931567813126,-4.9999,1e-04,NaN,NaN,368.281836079878
34C,1.80886987332346,1.47296407775213,-5,0,1,NaN,614.478669943279
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,1.41137315818967,2.27085057911582,-5,1e-04,NaN,NaN,315.647491848632
32C,0,1.59716134818411,5,1e-04,-Inf,0,214.810851649647
34C,0,1.16650144411293,5,1e-04,-Inf,0,213.501505555609
36C,0,1.21045386749777,5,1e-04,-Inf,0,158.289889878528
38C,NA,NA,NA,NA,NA,NA,NA
40C,0.549308739932559,1.19783311578233,5,1e-04,0.972433692913557,151.424134102478,630
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.16023108536546,0.617717435018828,-4.9999,0.5001,NaN,NaN,451.119011995893
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,4.67739111619753,1.91356095568781,-4.9999,0.5,NaN,NaN,5.19739807967012
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.518475456906316,1.6107315217472,5,-0.4999,NaN,NaN,215.345123925829
34C,0,1.18916922021045,5,-0.4999,NaN,0,214.766813839199
36C,0,1.2341814397427,5,-0.4999,NaN,0,161.654005205847
38C,0.0601131057140335,4.36835481744345,5,-0.5,NaN,NaN,13.2060534113314
40C,0.569680994317549,1.48963751966505,5.0000768567113,-0.4999,NaN,NaN,582.680827077261
32C,0,1.57472212606309,5,0.5001,-Inf,0,214.321533686842
34C,0,1.14318846376632,5,0.5001,-Inf,0,212.29487088497
36C,0,1.18480645334383,5,0.5001,-Inf,0,154.992488761163
38C,0.113912545416795,2.10828718433507,5,0.5,-2.22640841499154,0.735056790211706,15.9218423534354
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.56788784309007,0.531918337273592,-4.9999,1.0001,NaN,NaN,475.015984157278
34C,NA,NA,NA,NA,NA,NA,NA
36C,3.95783071019442,0.545121113339341,-4.9999,1.0001,NaN,NaN,220.937435242928
38C,4.65473773180164,0.880750371478233,-5,1,NaN,NaN,7.0074389485303
40C,1.69342667701525,3.05373673364829,-4.99999848194955,1,NaN,NaN,7.41119890729566
32C,0.520880438819855,1.63249655044858,5,-0.9999,NaN,NaN,215.801193525849
34C,0,1.21126225447366,5,-0.9999,NaN,0,216.082683175904
36C,0,1.25596210231119,5,-0.9999,NaN,0,165.037325353502
38C,0.0199496251124979,5.43839697479156,5,-1,NaN,NaN,12.3417891305192
40C,0.573280497011691,1.51785244667855,5.0001,-0.9999,NaN,NaN,586.068501830167
32C,0,1.55178253190165,5,1.0001,-Inf,0,213.83756518115
34C,0,1.11906446358504,5,1.0001,-Inf,0,211.154917154158
36C,0,1.15722881061723,5,1.0001,-Inf,0,151.802302141431
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,1.52028157226268,0.547417422596091,-4.9999,1.5001,NaN,NaN,662.465679251757
36C,3.95782790967901,0.543151893291606,-5,1.5001,NaN,NaN,220.937435242738
38C,4.83295361335183,0,-5,1.5,NaN,NaN,10.1789938275875
40C,2.1184844141439,0,-5,1.5,NaN,NaN,21.1677888153859
32C,5.63768522376723,1.59456106597877,5,-1.4999,NaN,NaN,215.714539797127
34C,0,1.23283151271445,5,-1.4999,NaN,0,217.441331587999
36C,0,1.27582068454604,5,-1.4999,NaN,0,168.39667151926
38C,0,6.5278025510362,5,-1.5,NaN,0,11.864139226485
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.52824093601833,5,1.5001,-Inf,0,213.356906516852
34C,0,1.09411991960348,5,1.5001,-Inf,0,210.088890488188
36C,0,1.12753974866389,5,1.5001,-Inf,0,148.728255578084
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,1.49902795539474,0.537101985781349,-4.9999,2.0001,NaN,NaN,673.165852696425
36C,3.95784643651001,0.534782666114839,-4.9999,2.0001,NaN,NaN,220.937435246484
38C,6.22369888168512,0,-5,2,NaN,NaN,27.5898324778211
40C,2.8081444617432,0,-5,2,NaN,NaN,57.3003142280863
32C,6.21642181627585,1.60859416312704,5,-1.9999,NaN,NaN,215.875360602855
34C,0,1.25393551936264,5,-1.9999,NaN,0,218.835576346137
36C,0,1.2938010557708,5,-1.9999,NaN,0,171.69726838197
38C,0,7.66370590219109,5,-2,NaN,0,11.7213215538869
40C,0.561684287847488,1.52007559046875,5.0001,-1.9999,NaN,NaN,630
32C,0,1.50404882733657,5,2.0001,-Inf,0,212.877084946965
34C,0,1.06802289186935,5,2.0001,-Inf,0,209.102301270905
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,1.50716530600387,0.529367306068422,-4.9999,2.5001,NaN,NaN,668.612333238619
36C,20.2094891739417,0.56417218067729,-4.9999,2.5,NaN,NaN,19.5872250874803
38C,7.73075057116564,0,-5,2.5,NaN,NaN,49.6833541904104
40C,3.52144382286481,0,-5,2.5,NaN,NaN,90.9555112173775
32C,6.6841776897724,1.62311074075943,5,-2.4999,NaN,NaN,216.048250864315
34C,0,1.27459844762046,5,-2.4999,NaN,0,220.258977701917
36C,0,1.30996084944835,5,-2.4999,NaN,0,174.913199203321
38C,0,8.80965615732734,5,-2.4999,NaN,0,11.8052139717003
40C,0.556519803359886,1.52625173121669,5.0001,-2.4999,NaN,NaN,630
32C,0,1.47895168565683,5,2.5001,-Inf,0,212.395087292249
34C,0,1.04052546486951,5,2.5001,-Inf,0,208.197554992156
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.50774820047832,0.507426285182541,-4.9999,3.0001,NaN,NaN,481.037780798679
34C,1.48758572155855,0.524650382514663,-4.99990000000211,3.00009999999644,NaN,NaN,662.336883055227
36C,20.2469021778092,0.413121033162042,-4.9999,3,NaN,NaN,19.7282940729573
38C,9.3160408949479,0,-5,3,NaN,NaN,69.7903300881534
